Index       TIME             V(CLK)            V(VIPC)           V(VINC)           V(CMPP)           V(CMPN)     
233      1.01450545e-09    6.59345777e-01    7.64919090e-06   -7.64919090e-06    2.12673625e-07    2.12673619e-07
234      1.01460051e-09    6.47938694e-01    7.64990763e-06   -7.64990763e-06    2.12675981e-07    2.12675974e-07
235      1.01469557e-09    6.36531610e-01    7.65062436e-06   -7.65062436e-06    2.12678327e-07    2.12678321e-07
236      1.01488569e-09    6.13717443e-01    7.65205781e-06   -7.65205781e-06    2.12682995e-07    2.12682989e-07
237      1.01507581e-09    5.90903276e-01    7.65349127e-06   -7.65349127e-06    2.12687629e-07    2.12687623e-07
238      1.01526592e-09    5.68089109e-01    7.65492472e-06   -7.65492472e-06    2.12692228e-07    2.12692222e-07
239      1.01564616e-09    5.22460776e-01    7.65779164e-06   -7.65779164e-06    2.12701325e-07    2.12701319e-07
240      1.01640663e-09    4.31204108e-01    7.66352546e-06   -7.66352546e-06    2.12719124e-07    2.12719118e-07
241      1.01716710e-09    3.39947440e-01    7.66925929e-06   -7.66925929e-06    2.12736410e-07    2.12736404e-07
242      1.01792758e-09    2.48690772e-01    7.67499311e-06   -7.67499311e-06    2.12753224e-07    2.12753218e-07
243      1.01944852e-09    6.61774371e-02    7.68646076e-06   -7.68646076e-06    2.12797963e-07    2.12797954e-07
244      1.01958639e-09    4.96330778e-02    7.68750028e-06   -7.68750028e-06    2.12812658e-07    2.12812646e-07
245      1.01965533e-09    4.13608982e-02    7.68802003e-06   -7.68802003e-06    2.12828379e-07    2.12828361e-07
246      1.01968979e-09    3.72248084e-02    7.68827991e-06   -7.68827991e-06    2.12842238e-07    2.12842216e-07
247      1.01970703e-09    3.51567635e-02    7.68840985e-06   -7.68840985e-06    2.12852579e-07    2.12852552e-07
248      1.01971715e-09    3.39423432e-02    7.68848616e-06   -7.68848616e-06    2.12861080e-07    2.12861049e-07
249      1.01972397e-09    3.31241453e-02    7.68853756e-06   -7.68853756e-06    2.12869558e-07    2.12869518e-07
250      1.01972510e-09    3.29875005e-02    7.68854615e-06   -7.68854615e-06    2.12871193e-07    2.12871149e-07
251      1.01972738e-09    3.27142108e-02    7.68856332e-06   -7.68856332e-06    2.21569476e-07    2.21476332e-07
252      1.01972940e-09    3.24723892e-02    7.68857852e-06   -7.68857852e-06    2.61621829e-07    2.61281049e-07
253      1.01973141e-09    3.22305676e-02    7.68859371e-06   -7.68859371e-06    3.67109315e-07    3.66348876e-07
254      1.01973544e-09    3.17469244e-02    7.68862410e-06   -7.68862410e-06    9.08808553e-07    9.06721714e-07
255      1.01974350e-09    3.07796379e-02    7.68868487e-06   -7.68868487e-06    4.07224830e-06    4.06562681e-06
256      1.01975156e-09    2.98123515e-02    7.68874565e-06   -7.68874565e-06    1.09840395e-05    1.09706003e-05
257      1.01975962e-09    2.88450650e-02    7.68880643e-06   -7.68880643e-06    2.26297094e-05    2.26073337e-05
258      1.01976769e-09    2.78777786e-02    7.68886720e-06   -7.68886720e-06    3.96451397e-05    3.96119564e-05
259      1.01977575e-09    2.69104921e-02    7.68892798e-06   -7.68892798e-06    6.23865415e-05    6.23408253e-05
260      1.01978381e-09    2.59432057e-02    7.68898876e-06   -7.68898876e-06    9.09835477e-05    9.09237855e-05
261      1.01979187e-09    2.49759192e-02    7.68904953e-06   -7.68904953e-06    1.25391247e-04    1.25316054e-04
262      1.01980799e-09    2.30413463e-02    7.68917109e-06   -7.68917109e-06    2.10655051e-04    2.10545584e-04
263      1.01982411e-09    2.11067734e-02    7.68929264e-06   -7.68929264e-06    3.15827677e-04    3.15680055e-04
264      1.01984023e-09    1.91722005e-02    7.68941419e-06   -7.68941419e-06    4.37707018e-04    4.37518337e-04
265      1.01985635e-09    1.72376276e-02    7.68953574e-06   -7.68953574e-06    5.72897252e-04    5.72665287e-04
266      1.01987247e-09    1.53030548e-02    7.68965730e-06   -7.68965730e-06    7.18178467e-04    7.17901640e-04
267      1.01988860e-09    1.33684819e-02    7.68977885e-06   -7.68977885e-06    8.70726399e-04    8.70403584e-04
268      1.01992084e-09    9.49933605e-03    7.69002196e-06   -7.69002196e-06    1.18806016e-03    1.18764356e-03
269      1.01998532e-09    1.76104446e-03    7.69050817e-06   -7.69050817e-06    1.83920104e-03    1.83859433e-03
270      1.02000000e-09    3.99680289e-15    7.69061882e-06   -7.69061882e-06    1.98827702e-03    1.98762691e-03
271      1.02000645e-09    0.00000000e+00    7.69066744e-06   -7.69066744e-06    2.05376827e-03    2.05309909e-03
272      1.02001935e-09    0.00000000e+00    7.69076468e-06   -7.69076468e-06    2.18472174e-03    2.18401442e-03
273      1.02004514e-09    0.00000000e+00    7.69095916e-06   -7.69095916e-06    2.44657045e-03    2.44578685e-03
274      1.02009673e-09    0.00000000e+00    7.69134813e-06   -7.69134813e-06    2.96991757e-03    2.96898143e-03
275      1.02019991e-09    0.00000000e+00    7.69212607e-06   -7.69212607e-06    4.01520009e-03    4.01395890e-03
276      1.02040626e-09    0.00000000e+00    7.69368195e-06   -7.69368195e-06    6.10003541e-03    6.09818420e-03
277      1.02081897e-09    0.00000000e+00    7.69679370e-06   -7.69679370e-06    1.02461356e-02    1.02430642e-02
278      1.02164439e-09    0.00000000e+00    7.70301720e-06   -7.70301720e-06    1.84390347e-02    1.84335177e-02
279      1.02329522e-09    0.00000000e+00    7.71546421e-06   -7.71546421e-06    3.43906851e-02    3.43802227e-02
280      1.02659689e-09    0.00000000e+00    7.74035822e-06   -7.74035822e-06    6.43160243e-02    6.42951990e-02
281      1.03320024e-09    0.00000000e+00    7.79014625e-06   -7.79014625e-06    1.15175952e-01    1.15130544e-01
282      1.03980358e-09    0.00000000e+00    7.83993428e-06   -7.83993428e-06    1.53781147e-01    1.53702718e-01
283      1.04640692e-09    0.00000000e+00    7.88972230e-06   -7.88972230e-06    1.81376060e-01    1.81251146e-01
284      1.05301026e-09    0.00000000e+00    7.93951033e-06   -7.93951033e-06    2.00251128e-01    2.00059802e-01
285      1.05961360e-09    0.00000000e+00    7.98929836e-06   -7.98929836e-06    2.12778283e-01    2.12491869e-01
286      1.06621695e-09    0.00000000e+00    8.03908638e-06   -8.03908638e-06    2.20938986e-01    2.20516693e-01
287      1.07942363e-09    0.00000000e+00    8.13866244e-06   -8.13866244e-06    2.29923256e-01    2.29010769e-01
288      1.09263032e-09    0.00000000e+00    8.23823849e-06   -8.23823849e-06    2.33734031e-01    2.31815234e-01
289      1.10583700e-09    0.00000000e+00    8.33781454e-06   -8.33781454e-06    2.35987834e-01    2.32023451e-01
290      1.13225037e-09    0.00000000e+00    8.53696665e-06   -8.53696665e-06    2.44532361e-01    2.25048738e-01
291      1.15866374e-09    0.00000000e+00    8.73611876e-06   -8.73611876e-06    2.73297499e-01    1.99097833e-01
292      1.18243577e-09    0.00000000e+00    8.91535566e-06   -8.91535566e-06    3.33201620e-01    1.53760436e-01
293      1.20264431e-09    0.00000000e+00    9.06772444e-06   -9.06772444e-06    4.12587103e-01    1.09607661e-01
294      1.22053910e-09    0.00000000e+00    9.20264802e-06   -9.20264802e-06    4.97998092e-01    7.87190466e-02
295      1.23843390e-09    0.00000000e+00    9.33757160e-06   -9.33757160e-06    5.88971062e-01    5.75009485e-02
296      1.25632869e-09    0.00000000e+00    9.47249518e-06   -9.47249518e-06    6.77382464e-01    4.26322011e-02
297      1.27422349e-09    0.00000000e+00    9.60741877e-06   -9.60741877e-06    7.56774037e-01    3.19110363e-02
298      1.29211829e-09    0.00000000e+00    9.74234235e-06   -9.74234235e-06    8.23665887e-01    2.42485051e-02
299      1.31001308e-09    0.00000000e+00    9.87726593e-06   -9.87726593e-06    8.77180934e-01    1.88502738e-02
300      1.32790788e-09    0.00000000e+00    1.00121895e-05   -1.00121895e-05    9.18271894e-01    1.51010734e-02
301      1.34580267e-09    0.00000000e+00    1.01471131e-05   -1.01471131e-05    9.48842737e-01    1.25242447e-02
302      1.36369747e-09    0.00000000e+00    1.02820367e-05   -1.02820367e-05    9.71056582e-01    1.07643177e-02
303      1.38159227e-09    0.00000000e+00    1.04169603e-05   -1.04169603e-05    9.86922375e-01    9.56567450e-03
304      1.39948706e-09    0.00000000e+00    1.05518838e-05   -1.05518838e-05    9.98115296e-01    8.74973230e-03
305      1.43527665e-09    0.00000000e+00    1.08217310e-05   -1.08217310e-05    1.01168834e+00    7.79301448e-03
306      1.50685584e-09    0.00000000e+00    1.13614253e-05   -1.13614253e-05    1.02170299e+00    7.11265937e-03
307      1.65001420e-09    0.00000000e+00    1.24408140e-05   -1.24408140e-05    1.02385933e+00    6.96882709e-03
308      1.77885674e-09    0.00000000e+00    1.34122638e-05   -1.34122638e-05    1.02350730e+00    6.99261246e-03
309      1.90769927e-09    0.00000000e+00    1.43837136e-05   -1.43837136e-05    1.02361524e+00    6.98557345e-03
310      2.15769927e-09    0.00000000e+00    1.62686692e-05   -1.62686692e-05    1.02371037e+00    6.97986663e-03
311      2.40769927e-09    0.00000000e+00    1.81536248e-05   -1.81536248e-05    1.02383440e+00    6.97212359e-03
312      2.50000000e-09    0.00000000e+00    1.88495559e-05   -1.88495559e-05    1.02388029e+00    6.96938777e-03
313      2.50025000e-09    3.00000000e-02    1.88514409e-05   -1.88514409e-05    1.02388022e+00    6.96936261e-03
314      2.50025082e-09    3.00985751e-02    1.88514471e-05   -1.88514471e-05    1.02386791e+00    6.96826948e-03
315      2.50025087e-09    3.01047361e-02    1.88514475e-05   -1.88514475e-05    1.02386714e+00    6.96820108e-03
316      2.50025092e-09    3.01108970e-02    1.88514478e-05   -1.88514478e-05    1.02386637e+00    6.96813263e-03
317      2.50025098e-09    3.01170580e-02    1.88514482e-05   -1.88514482e-05    1.02386560e+00    6.96806410e-03
318      2.50025108e-09    3.01293798e-02    1.88514490e-05   -1.88514490e-05    1.02386405e+00    6.96792678e-03
319      2.50025128e-09    3.01540236e-02    1.88514506e-05   -1.88514506e-05    1.02386095e+00    6.96765111e-03
320      2.50025169e-09    3.02033112e-02    1.88514537e-05   -1.88514537e-05    1.02385471e+00    6.96709559e-03
321      2.50025252e-09    3.03018863e-02    1.88514598e-05   -1.88514598e-05    1.02384208e+00    6.96596760e-03
322      2.50025416e-09    3.04990366e-02    1.88514722e-05   -1.88514722e-05    1.02381616e+00    6.96364103e-03
323      2.50025744e-09    3.08933370e-02    1.88514970e-05   -1.88514970e-05    1.02376168e+00    6.95868084e-03
324      2.50026402e-09    3.16819380e-02    1.88515466e-05   -1.88515466e-05    1.02364188e+00    6.94735230e-03
325      2.50027059e-09    3.24705390e-02    1.88515961e-05   -1.88515961e-05    1.02350749e+00    6.93440052e-03
326      2.50027716e-09    3.32591400e-02    1.88516457e-05   -1.88516457e-05    1.02336141e+00    6.92069181e-03
327      2.50027861e-09    3.34327622e-02    1.88516566e-05   -1.88516566e-05    1.02332829e+00    6.91764866e-03
328      2.50027897e-09    3.34761678e-02    1.88516593e-05   -1.88516593e-05    1.02332001e+00    6.91688797e-03
329      2.50027915e-09    3.34978705e-02    1.88516607e-05   -1.88516607e-05    1.02331587e+00    6.91650764e-03
330      2.50027924e-09    3.35087219e-02    1.88516613e-05   -1.88516613e-05    1.02331380e+00    6.91631748e-03
331      2.50027933e-09    3.35195733e-02    1.88516620e-05   -1.88516620e-05    1.02331173e+00    6.91612733e-03
332      2.50027942e-09    3.35304247e-02    1.88516627e-05   -1.88516627e-05    1.02330966e+00    6.91593718e-03
333      2.50027951e-09    3.35412761e-02    1.88516634e-05   -1.88516634e-05    1.02330759e+00    6.91574704e-03
334      2.50027960e-09    3.35521275e-02    1.88516641e-05   -1.88516641e-05    1.02330552e+00    6.91555690e-03
335      2.50027965e-09    3.35575532e-02    1.88516644e-05   -1.88516644e-05    1.02330449e+00    6.91546183e-03
336      2.50027969e-09    3.35629789e-02    1.88516647e-05   -1.88516647e-05    1.02330345e+00    6.91536677e-03
337      2.50027974e-09    3.35684046e-02    1.88516651e-05   -1.88516651e-05    1.02330242e+00    6.91527170e-03
338      2.50027978e-09    3.35738303e-02    1.88516654e-05   -1.88516654e-05    1.02330138e+00    6.91517664e-03
339      2.50027979e-09    3.35751867e-02    1.88516655e-05   -1.88516655e-05    1.02330112e+00    6.91515287e-03
340      2.50027980e-09    3.35758649e-02    1.88516656e-05   -1.88516656e-05    1.02330099e+00    6.91514099e-03
341      2.50027980e-09    3.35765431e-02    1.88516656e-05   -1.88516656e-05    1.02330086e+00    6.91512911e-03
342      2.50027981e-09    3.35772213e-02    1.88516656e-05   -1.88516656e-05    1.02330073e+00    6.91511722e-03
343      2.50027982e-09    3.35778995e-02    1.88516657e-05   -1.88516657e-05    1.02330060e+00    6.91510534e-03
344      2.50027982e-09    3.35780691e-02    1.88516657e-05   -1.88516657e-05    1.02330057e+00    6.91510237e-03
345      2.50027982e-09    3.35781539e-02    1.88516657e-05   -1.88516657e-05    1.02330056e+00    6.91510089e-03
346      2.50027982e-09    3.35782386e-02    1.88516657e-05   -1.88516657e-05    1.02330054e+00    6.91509940e-03
347      2.50027982e-09    3.35783234e-02    1.88516657e-05   -1.88516657e-05    1.02330052e+00    6.91509792e-03
348      2.50027982e-09    3.35784082e-02    1.88516657e-05   -1.88516657e-05    1.02330051e+00    6.91509643e-03
349      2.50027982e-09    3.35784294e-02    1.88516657e-05   -1.88516657e-05    1.02330050e+00    6.91509606e-03
350      2.50027982e-09    3.35784400e-02    1.88516657e-05   -1.88516657e-05    1.02330050e+00    6.91509587e-03
351      2.50027982e-09    3.35784506e-02    1.88516657e-05   -1.88516657e-05    1.02330050e+00    6.91509569e-03
352      2.50027982e-09    3.35784612e-02    1.88516657e-05   -1.88516657e-05    1.02330050e+00    6.91509550e-03
353      2.50027982e-09    3.35784718e-02    1.88516657e-05   -1.88516657e-05    1.02330050e+00    6.91509532e-03
354      2.50027982e-09    3.35784744e-02    1.88516657e-05   -1.88516657e-05    1.02330050e+00    6.91509527e-03
355      2.50027982e-09    3.35784757e-02    1.88516657e-05   -1.88516657e-05    1.02330050e+00    6.91509525e-03
356      2.50027982e-09    3.35784771e-02    1.88516657e-05   -1.88516657e-05    1.02330049e+00    6.91509522e-03
357      2.50027982e-09    3.35784784e-02    1.88516657e-05   -1.88516657e-05    1.02330049e+00    6.91509520e-03
358      2.50027982e-09    3.35784797e-02    1.88516657e-05   -1.88516657e-05    1.02330049e+00    6.91509518e-03
359      2.50027982e-09    3.35784800e-02    1.88516657e-05   -1.88516657e-05    1.02330049e+00    6.91509517e-03
360      2.50027982e-09    3.35784802e-02    1.88516657e-05   -1.88516657e-05    1.02330049e+00    6.91509517e-03
361      2.50027982e-09    3.35784804e-02    1.88516657e-05   -1.88516657e-05    1.02330049e+00    6.91509517e-03
362      2.50027982e-09    3.35784805e-02    1.88516657e-05   -1.88516657e-05    1.02330049e+00    6.91509516e-03
363      2.50027982e-09    3.35784807e-02    1.88516657e-05   -1.88516657e-05    1.02330049e+00    6.91509516e-03
364      2.50027982e-09    3.35784808e-02    1.88516657e-05   -1.88516657e-05    1.02330049e+00    6.91509516e-03
365      2.50027982e-09    3.35784808e-02    1.88516657e-05   -1.88516657e-05    1.02330049e+00    6.91509516e-03
366      2.50027982e-09    3.35784808e-02    1.88516657e-05   -1.88516657e-05    1.02330049e+00    6.91509516e-03
367      2.50027982e-09    3.35784808e-02    1.88516657e-05   -1.88516657e-05    1.02330049e+00    6.91509516e-03
368      2.50027982e-09    3.35784808e-02    1.88516657e-05   -1.88516657e-05    1.02330049e+00    6.91509516e-03
